name,artist,genre,popularity,releaseDate,releaseYear,releaseMonth,timePeriod,energy,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,tempo,timeSignature,mode,key,durationMin,popularityGroup
Simple Man,Lynyrd Skynyrd,rock,73,1973-01-01,1973,1,pre-1980,0.752,0.422,-8.682,0.129,0.404,0.0449,0.000119,0.0366,120.47,4,1,6,5.94,High popularity
S P E Y S I D E,Bon Iver,folk,72,2024-09-20,2024,9,2020s,0.247,0.467,-14.161,0.157,0.258,0.0314,0.0157,0.906,140.232,4,1,7,3.48,High popularity
Silver Lining,Mt. Joy,folk,74,2018-03-02,2018,3,2010s,0.638,0.486,-6.231,0.078,0.178,0.0323,0.0,0.000921,144.458,4,1,0,3.33,High popularity
To Build A Home,"The Cinematic Orchestra, Patrick Watson",folk,72,2007-05-07,2007,5,2000s,0.122,0.264,-15.399,0.094,0.0735,0.0349,0.349,0.885,148.658,4,1,9,6.19,High popularity
My Home,Myles Smith,folk,73,2023-10-13,2023,10,2020s,0.485,0.753,-9.431,0.192,0.547,0.035,0.00104,0.345,95.968,4,1,11,3.44,High popularity
Stubborn Love,The Lumineers,folk,74,2012-04-03,2012,4,2010s,0.561,0.598,-11.676,0.196,0.231,0.0376,0.0417,0.611,115.011,4,1,0,4.65,High popularity
Thinking 'Bout Love,Wild Rivers,folk,71,2020-05-01,2020,5,2020s,0.324,0.733,-8.122,0.067,0.388,0.033,0.0,0.479,141.8,4,1,5,3.32,High popularity
i am not who i was,Chance Peña,folk,79,2024-09-13,2024,9,2020s,0.22,0.702,-13.696,0.0891,0.197,0.0403,0.0,0.698,129.9,4,1,0,2.42,High popularity
THINGS BEHIND THINGS BEHIND THINGS,Bon Iver,folk,69,2024-10-18,2024,10,2020s,0.467,0.413,-9.282,0.0711,0.377,0.0292,0.0111,0.732,157.338,4,1,9,3.34,Medium popularity
Orange Juice,Noah Kahan,folk,73,2022-10-14,2022,10,2020s,0.378,0.662,-10.908,0.121,0.207,0.0361,6.84e-06,0.475,120.133,4,1,9,4.95,High popularity
Evergreen,Richy Mitch & The Coal Miners,folk,84,2017-05-17,2017,5,2010s,0.216,0.555,-11.661,0.109,0.504,0.0721,0.00416,0.557,79.109,3,1,3,1.45,High popularity
anything,Adrianne Lenker,folk,77,2020-10-23,2020,10,2020s,0.291,0.388,-12.952,0.0874,0.51,0.0421,1.93e-05,0.774,83.943,4,1,3,3.37,High popularity
Work Song,Hozier,folk,77,2014-09-19,2014,9,2010s,0.363,0.531,-7.672,0.112,0.259,0.0608,0.0,0.749,121.412,4,1,10,3.83,High popularity
Je te laisserai des mots,Patrick Watson,folk,83,2010-09-10,2010,9,2010s,0.187,0.303,-16.757,0.102,0.212,0.0356,0.499,0.989,132.679,4,1,2,2.68,High popularity
Scared To Start,Michael Marcagi,folk,84,2024-01-12,2024,1,2020s,0.551,0.527,-11.258,0.403,0.443,0.0345,2.75e-06,0.384,148.035,4,1,7,2.66,High popularity
Big Black Car,Gregory Alan Isakov,folk,76,2009-01-01,2009,1,2000s,0.186,0.6,-15.926,0.104,0.468,0.0317,0.00102,0.909,110.044,4,1,3,3.62,High popularity
Solo,Myles Smith,folk,73,2023-11-15,2023,11,2020s,0.439,0.586,-7.993,0.117,0.365,0.0346,0.0,0.715,122.877,4,1,0,3.33,High popularity
Turn out fine,Henrik,folk,68,2023-10-27,2023,10,2020s,0.417,0.654,-9.226,0.831,0.649,0.0387,0.0,0.446,87.003,4,1,11,2.46,Medium popularity
Good To Be,Mark Ambor,folk,71,2024-08-16,2024,8,2020s,0.731,0.656,-5.861,0.397,0.376,0.0278,0.00111,0.575,94.009,4,1,4,2.45,High popularity
Homesick,Noah Kahan,folk,70,2022-10-14,2022,10,2020s,0.624,0.505,-6.526,0.314,0.413,0.0373,1.06e-05,0.0253,170.076,4,1,6,3.24,High popularity
The Mountain Is You,Chance Peña,folk,69,2024-09-13,2024,9,2020s,0.452,0.413,-10.232,0.332,0.102,0.0308,0.0413,0.588,108.953,4,1,0,3.27,Medium popularity
Saturday Sun,Vance Joy,folk,69,2018-02-23,2018,2,2010s,0.864,0.637,-4.381,0.222,0.706,0.0468,0.0,0.484,99.995,4,1,8,3.58,Medium popularity
Down by the Water,Ocie Elliott,folk,73,2018-10-19,2018,10,2010s,0.331,0.611,-12.493,0.117,0.559,0.028,0.000276,0.93,95.015,4,1,4,2.97,High popularity
Walkin’ Back to Georgia,Jim Croce,folk,69,1972-04-01,1972,4,pre-1980,0.312,0.681,-16.173,0.0935,0.789,0.0452,0.000619,0.816,128.094,4,0,6,2.86,Medium popularity
The Devil Wears a Suit and Tie,Colter Wall,folk,70,2015-06-02,2015,6,2010s,0.316,0.625,-12.124,0.194,0.452,0.0815,0.238,0.777,127.823,4,0,6,3.93,High popularity
Heart of Gold,Neil Young,folk,71,1972-02-01,1972,2,pre-1980,0.399,0.537,-13.547,0.109,0.832,0.0269,0.0546,0.202,171.402,4,0,4,3.12,High popularity
Operator (That's Not the Way It Feels),Jim Croce,folk,71,1972-04-01,1972,4,pre-1980,0.533,0.687,-8.853,0.0844,0.814,0.0314,6.43e-05,0.573,130.398,4,1,7,3.83,High popularity
Sleeping on the Blacktop,Colter Wall,folk,74,2015-06-02,2015,6,2010s,0.309,0.583,-14.509,0.11,0.473,0.045,0.207,0.824,82.789,4,0,2,3.21,High popularity
White Brown Black,"Avvy Sra, Karan Aujla, Jaani",indian,73,2022-12-09,2022,12,2020s,0.748,0.868,-3.492,0.252,0.829,0.0951,3.93e-06,0.29,119.965,4,0,1,2.93,High popularity
Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",indian,68,2020-09-18,2020,9,2020s,0.611,0.854,-6.26,0.119,0.417,0.0864,0.0,0.223,100.024,4,0,8,4.24,Medium popularity
Can We Kiss Forever?,"Kina, Adriana Proenza",lofi,70,2018-08-31,2018,8,2010s,0.128,0.522,-18.717,0.0941,0.124,0.0357,0.026,0.894,109.986,4,1,4,3.13,High popularity
Get You The Moon (feat. Snøw),"Kina, Snøw",lofi,73,2018-10-08,2018,10,2010s,0.235,0.498,-16.541,0.144,0.0895,0.188,0.0,0.72,118.917,4,0,1,2.98,High popularity
Behind Every Decision,Yehezkel Raz,classical,70,2019-12-10,2019,12,2010s,0.00362,0.235,-37.822,0.0956,0.0885,0.0441,0.79,0.995,69.677,4,0,3,1.77,High popularity
Stumblin' In,CYRIL,electronic,84,2023-11-10,2023,11,2020s,0.518,0.875,-8.388,0.125,0.37,0.0551,0.00995,0.0638,126.089,4,1,2,3.56,High popularity
For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",electronic,70,2024-04-19,2024,4,2020s,0.791,0.571,-5.935,0.0612,0.585,0.0741,0.0,0.0494,122.085,4,1,1,2.93,High popularity
Hold Me,Lavern,electronic,72,2023-03-31,2023,3,2020s,0.942,0.762,-6.432,0.115,0.038,0.038,0.764,0.586,120.0,4,0,9,2.33,High popularity
Riptide,TWOPILOTS,electronic,71,2022-04-21,2022,4,2020s,0.836,0.729,-4.312,0.336,0.288,0.0462,3.27e-05,0.156,113.998,4,1,8,2.58,High popularity
Give It To Me - Full Vocal Mix,Matt Sassari,electronic,80,2021-10-22,2021,10,2020s,0.869,0.874,-5.996,0.164,0.726,0.0315,0.00238,0.00116,126.027,4,0,1,1.71,High popularity
I Only Smoke When I Drink,nimino,electronic,79,2024-08-22,2024,8,2020s,0.729,0.88,-6.378,0.185,0.246,0.176,0.0113,0.334,127.028,4,0,11,3.31,High popularity
It's Not Right But It's Okay,Mr. Belt & Wezol,electronic,77,2024-02-23,2024,2,2020s,0.86,0.755,-4.811,0.344,0.618,0.0523,7.47e-06,0.0144,128.004,4,0,5,2.54,High popularity
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",electronic,77,2024-09-06,2024,9,2020s,0.813,0.513,-2.744,0.258,0.355,0.0335,0.0,0.28,125.91,4,1,5,2.74,High popularity
Belly Dancer,"Imanbek, BYOR",electronic,77,2022-02-18,2022,2,2020s,0.797,0.845,-4.984,0.167,0.422,0.139,5.57e-06,0.0582,121.985,4,1,1,2.52,High popularity
Ferrari,"James Hype, Miggy Dela Rosa",electronic,76,2022-04-01,2022,4,2020s,0.69,0.847,-7.877,0.0526,0.692,0.0493,6e-05,0.0127,125.004,4,0,1,3.11,High popularity
Thunder,"Gabry Ponte, LUM!X, Prezioso",electronic,75,2021-05-07,2021,5,2020s,0.896,0.67,-4.673,0.344,0.403,0.058,3.21e-05,0.0342,101.216,3,1,1,2.67,High popularity
(It Goes Like) Nanana - Edit,Peggy Gou,electronic,75,2023-06-15,2023,6,2020s,0.876,0.671,-5.681,0.0823,0.964,0.0352,0.188,0.12,129.998,4,0,7,3.86,High popularity
Baianá,Bakermat,electronic,75,2020-10-09,2020,10,2020s,0.722,0.587,-6.983,0.543,0.466,0.0709,0.668,0.000754,121.964,4,0,2,3.01,High popularity
Supernova Love,"IVE, David Guetta",electronic,74,2024-11-08,2024,11,2020s,0.886,0.655,-5.227,0.277,0.778,0.0502,0.0,0.066,120.032,4,0,10,3.33,High popularity
Forever Young,"David Guetta, Alphaville, Ava Max",electronic,77,2024-10-18,2024,10,2020s,0.655,0.558,-5.476,0.0854,0.39,0.0379,0.0,0.208,129.89,4,1,0,2.62,High popularity
Mwaki,"Zerb, Sofiya Nzau",electronic,74,2023-10-27,2023,10,2020s,0.637,0.847,-8.751,0.121,0.0509,0.0587,0.201,0.201,120.033,4,0,7,3.47,High popularity
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",electronic,74,2024-01-12,2024,1,2020s,0.793,0.545,-3.615,0.335,0.411,0.0371,0.00281,0.191,87.024,4,0,0,3.08,High popularity
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",electronic,73,2021-07-23,2021,7,2020s,0.647,0.581,-7.335,0.304,0.257,0.0614,0.0502,0.0778,117.737,4,0,11,2.32,High popularity
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",electronic,73,2022-04-29,2022,4,2020s,0.785,0.621,-4.499,0.0512,0.779,0.11,5.92e-06,0.0165,123.96,4,1,6,2.59,High popularity
K.O.,"LAVINIA, Ely Oaks",electronic,72,2024-08-09,2024,8,2020s,0.841,0.714,-5.942,0.596,0.865,0.0641,0.366,0.0622,129.973,4,0,5,2.29,High popularity
Move Your Body,"Öwnboss, Sevek",electronic,72,2021-10-29,2021,10,2020s,0.821,0.848,-5.408,0.0962,0.249,0.0527,0.000403,0.0169,125.051,4,0,2,2.62,High popularity
Around The World,"Niklas Dee, René Miller",electronic,72,2024-08-02,2024,8,2020s,0.855,0.605,-4.414,0.098,0.302,0.329,0.000709,0.473,75.031,4,0,10,2.35,High popularity
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",electronic,71,2022-02-04,2022,2,2020s,0.782,0.763,-4.541,0.293,0.502,0.0346,7.08e-06,0.182,127.034,4,0,7,2.96,High popularity
Good Love,"Hannah Laing, RoRo",electronic,71,2023-05-12,2023,5,2020s,0.821,0.777,-4.963,0.218,0.439,0.0595,0.0042,0.14,140.039,4,1,1,2.83,High popularity
Never Walk Alone,"BLOND:ISH, Stevie Appleton",electronic,71,2024-08-02,2024,8,2020s,0.594,0.853,-6.823,0.0469,0.83,0.0371,0.134,0.052,129.995,4,0,6,3.14,High popularity
adore u,"Fred again.., Obongjayar",electronic,70,2023-08-11,2023,8,2020s,0.867,0.747,-7.311,0.114,0.684,0.088,0.00413,0.582,124.015,4,1,0,3.68,High popularity
Hold On Me,"Kygo, Sandro Cavazza",electronic,68,2024-11-15,2024,11,2020s,0.606,0.567,-6.543,0.0686,0.314,0.0438,0.0,0.0801,123.006,4,0,10,2.86,Medium popularity
Makeba - Ian Asher Remix,"Jain, Ian Asher",electronic,69,2023-01-13,2023,1,2020s,0.937,0.651,-4.078,0.119,0.666,0.0468,0.0975,0.236,123.993,4,1,7,2.09,Medium popularity
Tantalizing,"Tiësto, Soaky Siren",electronic,69,2024-11-08,2024,11,2020s,0.888,0.671,-4.285,0.0951,0.412,0.0412,0.0106,0.0022,123.031,4,0,10,2.44,Medium popularity
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",electronic,69,2024-10-11,2024,10,2020s,0.714,0.634,-7.529,0.374,0.409,0.104,0.0025,0.00882,127.993,4,1,7,2.44,Medium popularity
Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",electronic,69,2023-02-10,2023,2,2020s,0.897,0.689,-4.487,0.0676,0.582,0.034,4.6e-06,0.145,124.025,4,0,10,3.03,Medium popularity
Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",electronic,69,2024-10-04,2024,10,2020s,0.863,0.652,-4.853,0.6,0.805,0.0523,0.0,0.0921,130.02,4,0,7,2.58,Medium popularity
Love Is The Only Thing,Lost Frequencies,electronic,68,2024-11-08,2024,11,2020s,0.688,0.608,-8.597,0.08,0.214,0.0499,0.00736,0.0554,127.938,4,0,5,2.85,Medium popularity
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",electronic,68,2024-10-04,2024,10,2020s,0.951,0.772,-3.375,0.036,0.4,0.271,0.000738,0.0634,74.973,4,0,9,2.53,Medium popularity
Deep In Your Love,"Alok, Bebe Rexha",electronic,68,2024-01-12,2024,1,2020s,0.88,0.588,-5.15,0.0667,0.523,0.0354,6.89e-05,0.0243,130.085,4,1,7,2.41,Medium popularity
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",electronic,68,2024-02-02,2024,2,2020s,0.831,0.785,-3.681,0.086,0.673,0.0444,0.0105,0.0038,126.056,4,1,0,2.84,Medium popularity
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",electronic,68,2024-05-03,2024,5,2020s,0.8,0.724,-5.468,0.0823,0.925,0.0541,9.38e-05,0.0103,119.984,4,0,5,3.79,Medium popularity
Alone,Marshmello,electronic,68,2016-05-13,2016,5,2010s,0.953,0.631,-3.739,0.108,0.422,0.0343,0.0155,0.0241,141.99,4,1,2,4.56,Medium popularity
El Listón De Tu Pelo,Los Ángeles Azules,latin,71,1999-01-01,1999,1,1990s,0.432,0.695,-8.195,0.296,0.765,0.0479,0.0,0.312,81.109,4,0,11,3.6,High popularity
17 Años,Los Ángeles Azules,latin,68,1999-01-01,1999,1,1990s,0.483,0.738,-9.097,0.086,0.774,0.0526,0.0,0.467,90.941,4,1,0,3.02,Medium popularity
Piensa En Mí,Grupo Mojado,latin,73,1996-01-01,1996,1,1990s,0.538,0.72,-8.874,0.0654,0.805,0.0455,0.0,0.348,80.096,4,1,10,2.95,High popularity
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",latin,73,2024-06-07,2024,6,2020s,0.681,0.725,-5.277,0.107,0.762,0.0376,0.0,0.318,99.998,4,0,8,3.84,High popularity
PELIGROSA,FloyyMenor,latin,83,2024-08-09,2024,8,2020s,0.519,0.763,-7.426,0.0816,0.804,0.0636,6.42e-06,0.22,100.025,4,0,6,2.25,High popularity
ADIVINO,"Myke Towers, Bad Bunny",latin,77,2024-04-25,2024,4,2020s,0.854,0.786,-2.4,0.106,0.522,0.0741,2.39e-05,0.169,117.994,4,0,10,4.64,High popularity
REINA,"Mora, SAIKO",latin,71,2023-08-28,2023,8,2020s,0.578,0.724,-7.117,0.0943,0.757,0.0819,1.06e-06,0.632,167.985,4,1,10,3.53,High popularity
HIBIKI,"Bad Bunny, Mora",latin,70,2023-10-13,2023,10,2020s,0.645,0.801,-5.605,0.118,0.528,0.0706,0.0,0.604,119.935,4,0,6,3.47,High popularity
MONACO,Bad Bunny,latin,77,2023-10-13,2023,10,2020s,0.621,0.787,-5.009,0.58,0.13,0.068,0.000402,0.15,139.056,4,0,4,4.45,High popularity
FINA,"Bad Bunny, Young Miko",latin,73,2023-10-13,2023,10,2020s,0.724,0.847,-5.41,0.118,0.396,0.298,1.11e-06,0.0869,94.601,4,1,1,3.61,High popularity
DILUVIO,Rauw Alejandro,latin,81,2023-07-07,2023,7,2020s,0.795,0.845,-3.502,0.224,0.681,0.0681,1.78e-05,0.343,94.969,4,0,9,3.28,High popularity
QLONA,"KAROL G, Peso Pluma",latin,83,2023-08-10,2023,8,2020s,0.738,0.841,-7.455,0.0892,0.484,0.307,0.0,0.52,169.918,4,0,7,2.88,High popularity
WHERE SHE GOES,Bad Bunny,latin,74,2023-05-18,2023,5,2020s,0.8,0.652,-4.019,0.112,0.234,0.0614,0.629,0.143,143.978,4,0,9,3.86,High popularity
Coco Chanel,"Eladio Carrion, Bad Bunny",latin,73,2023-03-17,2023,3,2020s,0.706,0.863,-5.555,0.0786,0.686,0.103,4.43e-05,0.143,140.017,4,0,3,3.47,High popularity
La Jumpa,"Arcángel, Bad Bunny",latin,69,2022-11-30,2022,11,2020s,0.703,0.713,-5.769,0.321,0.576,0.194,0.0,0.298,123.06,4,1,8,4.26,Medium popularity
Me Porto Bonito,"Bad Bunny, Chencho Corleone",latin,81,2022-05-06,2022,5,2020s,0.712,0.911,-5.105,0.0933,0.425,0.0817,2.68e-05,0.0901,92.005,4,0,1,2.98,High popularity
Efecto,Bad Bunny,latin,79,2022-05-06,2022,5,2020s,0.475,0.801,-8.797,0.0639,0.234,0.0516,1.73e-05,0.141,98.047,4,0,7,3.55,High popularity
Tití Me Preguntó,Bad Bunny,latin,79,2022-05-06,2022,5,2020s,0.715,0.65,-5.198,0.126,0.187,0.253,0.000291,0.0993,106.672,4,0,5,4.06,High popularity
Tarot,"Bad Bunny, JHAYCO",latin,76,2022-05-06,2022,5,2020s,0.684,0.795,-3.971,0.658,0.419,0.0419,0.0,0.0225,114.011,4,0,11,3.96,High popularity
La Corriente,"Bad Bunny, Tony Dize",latin,73,2022-05-06,2022,5,2020s,0.786,0.663,-3.51,0.219,0.579,0.195,0.0,0.229,196.12,4,0,11,3.31,High popularity
MEMORIAS,"Mora, JHAYCO",latin,73,2022-04-01,2022,4,2020s,0.707,0.771,-6.404,0.0745,0.317,0.055,0.0,0.389,127.963,4,0,2,3.81,High popularity
Pa' Que Retozen,Tego Calderón,latin,78,2003-07-01,2003,7,2000s,0.856,0.815,-3.825,0.244,0.872,0.122,8.34e-05,0.4,91.995,4,0,1,2.53,High popularity
Volví,"Aventura, Bad Bunny",latin,74,2021-08-03,2021,8,2020s,0.86,0.725,-3.726,0.0674,0.791,0.182,0.000284,0.422,175.896,4,1,1,3.84,High popularity
Volando - Remix,"Mora, Bad Bunny, Sech",latin,73,2021-07-08,2021,7,2020s,0.688,0.659,-4.649,0.113,0.632,0.0673,0.0,0.207,153.979,4,1,6,4.56,High popularity
Yonaguni,Bad Bunny,latin,75,2021-06-04,2021,6,2020s,0.648,0.644,-4.601,0.135,0.44,0.118,0.0,0.276,179.951,4,1,1,3.45,High popularity
TE MUDASTE,Bad Bunny,latin,72,2020-11-27,2020,11,2020s,0.637,0.811,-4.835,0.118,0.471,0.0591,0.000572,0.234,92.025,4,0,10,2.17,High popularity
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",latin,74,2020-11-27,2020,11,2020s,0.618,0.856,-4.892,0.0866,0.391,0.286,0.0,0.0303,81.993,4,1,7,3.39,High popularity
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",latin,69,2019-08-15,2019,8,2010s,0.759,0.78,-3.292,0.143,0.579,0.225,0.000868,0.462,91.952,4,1,1,3.35,Medium popularity
DÁKITI,"Bad Bunny, JHAYCO",latin,75,2020-11-27,2020,11,2020s,0.573,0.731,-10.059,0.113,0.145,0.0544,5.22e-05,0.401,109.928,4,0,4,3.42,High popularity
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",latin,74,2020-05-29,2020,5,2020s,0.765,0.691,-4.727,0.203,0.855,0.111,3.29e-06,0.464,174.021,4,1,8,4.1,High popularity
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",latin,72,2020-02-29,2020,2,2020s,0.829,0.607,-4.074,0.107,0.685,0.379,0.0,0.0103,96.172,4,1,2,4.92,High popularity
La Difícil,Bad Bunny,latin,70,2020-02-29,2020,2,2020s,0.848,0.685,-4.561,0.0783,0.761,0.0858,7.14e-06,0.0861,179.87,4,0,8,2.72,High popularity
A Tu Merced,Bad Bunny,latin,73,2020-02-29,2020,2,2020s,0.791,0.86,-4.784,0.106,0.887,0.0568,0.000106,0.169,92.023,4,1,0,2.93,High popularity
Si Veo a Tu Mamá,Bad Bunny,latin,74,2020-02-29,2020,2,2020s,0.603,0.9,-5.313,0.134,0.824,0.0646,4.81e-06,0.402,129.928,4,1,2,2.85,High popularity
La Zona,Bad Bunny,latin,68,2020-02-29,2020,2,2020s,0.801,0.762,-3.661,0.254,0.81,0.0409,7.04e-05,0.2,93.992,4,0,1,2.28,Medium popularity
Yo Perreo Sola,Bad Bunny,latin,69,2020-02-29,2020,2,2020s,0.758,0.86,-5.16,0.344,0.453,0.0695,6.54e-05,0.021,97.014,4,1,11,2.87,Medium popularity
Fantasias,"Rauw Alejandro, Farruko",latin,71,2019-08-29,2019,8,2010s,0.703,0.879,-4.219,0.0569,0.788,0.0701,0.0,0.143,94.004,4,1,1,3.33,High popularity
Velitas,"Darell, Brytiago",latin,70,2019-07-12,2019,7,2010s,0.596,0.819,-7.009,0.138,0.622,0.318,1.19e-06,0.225,165.951,4,1,2,3.76,High popularity
LA CANCIÓN,"J Balvin, Bad Bunny",latin,82,2019-06-28,2019,6,2010s,0.646,0.756,-5.795,0.108,0.429,0.319,1.81e-05,0.152,176.088,4,1,7,4.04,High popularity
QUE PRETENDES,"J Balvin, Bad Bunny",latin,75,2019-06-28,2019,6,2010s,0.791,0.639,-4.443,0.362,0.933,0.254,0.0,0.0275,92.603,4,0,10,3.71,High popularity
Callaita,"Bad Bunny, Tainy",latin,72,2019-05-31,2019,5,2010s,0.624,0.61,-4.773,0.243,0.244,0.309,2.12e-06,0.6,176.169,4,1,2,4.18,High popularity
Con Altura,"ROSALÍA, J Balvin, El Guincho",latin,69,2019-03-28,2019,3,2010s,0.689,0.882,-4.027,0.0501,0.746,0.124,0.00325,0.39,97.963,4,1,6,2.69,Medium popularity
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",latin,69,2019-03-28,2019,3,2010s,0.647,0.857,-4.152,0.0842,0.553,0.0984,1.2e-06,0.391,95.982,4,0,11,4.46,Medium popularity
Mayores,"Becky G, Bad Bunny",latin,70,2019-10-18,2019,10,2010s,0.836,0.746,-4.336,0.116,0.874,0.0445,0.00291,0.145,96.993,4,0,5,3.39,High popularity
512,"Mora, JHAYCO",latin,74,2021-02-05,2021,2,2020s,0.673,0.818,-7.542,0.172,0.695,0.148,0.0,0.348,87.961,4,0,4,3.23,High popularity
Ay Vamos,J Balvin,latin,72,2014-09-12,2014,9,2010s,0.711,0.718,-5.746,0.1,0.92,0.11,5.52e-05,0.157,173.916,4,0,8,3.77,High popularity
Borro Cassette,Maluma,latin,82,2015-10-30,2015,10,2010s,0.701,0.73,-5.885,0.151,0.785,0.106,0.0,0.132,175.95,4,0,5,3.46,High popularity
6 AM,"J Balvin, Farruko",latin,69,2013-09-29,2013,9,2010s,0.746,0.746,-5.046,0.274,0.733,0.102,0.0,0.152,175.965,4,0,5,4.05,Medium popularity
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",latin,69,2017-11-03,2017,11,2010s,0.681,0.807,-6.268,0.0962,0.676,0.0983,0.0,0.423,140.006,4,1,11,4.96,Medium popularity
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",latin,70,2018-10-19,2018,10,2010s,0.69,0.799,-7.252,0.143,0.682,0.1,0.001,0.282,106.034,4,1,7,5.87,High popularity
No Es Justo,"J Balvin, Zion & Lennox",latin,69,2018-05-25,2018,5,2010s,0.812,0.683,-4.493,0.0872,0.724,0.0711,0.000404,0.161,87.864,4,1,7,4.18,Medium popularity
Una Vez,"Bad Bunny, Mora",latin,74,2020-02-29,2020,2,2020s,0.598,0.55,-5.402,0.0955,0.543,0.0831,2.58e-06,0.132,83.836,4,0,11,3.87,High popularity
Una Locura,"Ozuna, J Balvin, Chencho Corleone",latin,69,2020-09-04,2020,9,2020s,0.761,0.714,-4.596,0.241,0.906,0.0427,0.00035,0.139,168.022,4,0,5,3.84,Medium popularity
Bandido,"Myke Towers, Juhn",latin,70,2020-12-10,2020,12,2020s,0.617,0.713,-4.637,0.0962,0.682,0.0887,0.0,0.122,168.021,4,1,8,3.88,High popularity
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",latin,75,2019-06-28,2019,6,2010s,0.675,0.627,-7.125,0.0784,0.961,0.212,0.0,0.125,79.31,4,0,5,4.62,High popularity
EL MAKINON,"KAROL G, Mariah Angeliq",latin,70,2021-03-26,2021,3,2020s,0.706,0.635,-3.224,0.108,0.443,0.125,0.0,0.256,88.863,4,0,5,3.49,High popularity
Pepas,Farruko,latin,76,2021-06-24,2021,6,2020s,0.766,0.762,-3.955,0.128,0.442,0.0343,6.98e-05,0.00776,130.001,4,1,7,4.79,High popularity
ALMAS GEMELAS,Myke Towers,latin,69,2021-07-22,2021,7,2020s,0.745,0.793,-4.579,0.293,0.716,0.0571,0.000189,0.182,94.979,4,1,7,3.92,Medium popularity
Bichiyal,"Bad Bunny, Yaviah",latin,70,2020-02-29,2020,2,2020s,0.766,0.737,-4.242,0.114,0.662,0.0458,6.63e-06,0.31,93.956,4,0,10,3.28,High popularity
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",latin,70,2021-10-05,2021,10,2020s,0.703,0.639,-6.33,0.0865,0.138,0.0794,1.78e-06,0.0889,169.888,4,0,4,3.46,High popularity
MAMIII,"Becky G, KAROL G",latin,69,2022-02-10,2022,2,2020s,0.7,0.843,-3.563,0.14,0.899,0.0803,0.0,0.0934,93.991,4,0,4,3.77,Medium popularity
Desesperados,"Rauw Alejandro, Chencho Corleone",latin,68,2021-12-11,2021,12,2020s,0.694,0.869,-3.35,0.0878,0.511,0.0783,0.00125,0.356,90.02,4,0,1,3.75,Medium popularity
Te Felicito,"Shakira, Rauw Alejandro",latin,70,2022-04-21,2022,4,2020s,0.636,0.695,-4.654,0.081,0.575,0.317,0.0,0.234,174.14,4,1,5,2.87,High popularity
Después de la Playa,Bad Bunny,latin,71,2022-05-06,2022,5,2020s,0.903,0.564,-3.221,0.175,0.607,0.307,0.0,0.356,78.293,4,1,5,3.84,High popularity
Moscow Mule,Bad Bunny,latin,79,2022-05-06,2022,5,2020s,0.674,0.804,-5.453,0.115,0.292,0.0333,1.18e-06,0.294,99.968,4,0,5,4.1,High popularity
Agosto,Bad Bunny,latin,71,2022-05-06,2022,5,2020s,0.584,0.849,-8.195,0.492,0.724,0.115,6.18e-06,0.0929,115.018,4,0,1,2.32,High popularity
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",latin,70,2022-02-09,2022,2,2020s,0.673,0.655,-5.98,0.0753,0.342,0.308,0.0,0.473,181.891,4,0,0,4.16,High popularity
GATÚBELA,"KAROL G, Maldy",latin,68,2022-08-26,2022,8,2020s,0.858,0.627,-2.824,0.21,0.342,0.386,0.0,0.263,92.523,4,0,11,3.49,Medium popularity
¿Qué Nos Pasó?,Anuel AA,latin,71,2022-05-26,2022,5,2020s,0.694,0.703,-4.808,0.12,0.298,0.0607,5.8e-06,0.436,95.0,4,0,3,4.1,High popularity
