name,artist,genre,popularity,releaseDate,releaseYear,releaseMonth,timePeriod,energy,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,tempo,timeSignature,mode,key,durationMin,popularityGroup
Bartender (feat. Akon),"T-Pain, Akon",blues,19,2007-06-05,2007,6,2000s,0.394,0.675,-8.539,0.214,0.405,0.133,0.0,0.0611,104.987,4,1,8,3.98,Low popularity
5 O'Clock (feat. Lily Allen & Wiz Khalifa),"T-Pain, Lily Allen, Wiz Khalifa",blues,56,2011-12-06,2011,12,2010s,0.742,0.523,-5.495,0.102,0.353,0.227,0.0,0.0697,83.066,4,0,7,4.69,Medium popularity
"Me, Myself and I",Beyoncé,blues,59,2003-06-24,2003,6,2000s,0.458,0.75,-9.092,0.137,0.536,0.0803,3.25e-05,0.226,83.61,4,1,1,5.02,Medium popularity
They're Red Hot - SA.2627-1,Robert Johnson,blues,24,2011-04-22,2011,4,2010s,0.244,0.73,-14.235,0.0879,0.734,0.369,0.0,0.913,114.782,4,1,0,2.98,Low popularity
Nobody Knows You When You're Down and Out,Big Joe Williams,blues,19,2011-05-03,2011,5,2010s,0.379,0.662,-17.301,0.816,0.365,0.0724,0.018,0.879,118.013,4,0,1,3.55,Low popularity
Black Betty,Lead Belly,blues,34,1994-09-20,1994,9,1990s,0.122,0.715,-14.933,0.18,0.577,0.409,0.0,0.534,103.979,4,1,11,1.88,Low popularity
Devil Got My Woman - 1994 Remastered,Skip James,blues,18,1994-01-01,1994,1,1990s,0.234,0.472,-13.459,0.23,0.324,0.0331,0.0071,0.981,85.809,4,0,4,2.99,Low popularity
Crow Jane,Skip James,blues,25,2005-03-22,2005,3,2000s,0.331,0.444,-15.307,0.0695,0.876,0.225,0.00253,0.931,81.155,4,0,11,2.39,Low popularity
Cypress Grove Blues,"Skip James, Jack Owens",blues,21,2017-01-24,2017,1,2010s,0.121,0.599,-18.501,0.0933,0.568,0.0583,0.0419,0.992,102.598,4,1,7,3.15,Low popularity
Statesboro Blues,Blind Willie McTell,blues,31,2005-08-30,2005,8,2000s,0.267,0.573,-9.051,0.106,0.437,0.0547,0.000388,0.973,90.522,4,1,6,2.55,Low popularity
Death Letter Blues,Son House,blues,36,1992-06-18,1992,6,1990s,0.288,0.803,-15.418,0.0833,0.865,0.0629,0.0593,0.865,115.685,4,0,7,4.32,Low popularity
Preachin' Blues,Son House,blues,18,2021-12-15,2021,12,2020s,0.349,0.595,-7.902,0.103,0.231,0.153,2.97e-06,0.797,172.417,4,1,8,5.27,Low popularity
Good Morning Little Schoolgirl,Mississippi Fred McDowell,blues,28,1994-01-01,1994,1,1990s,0.433,0.502,-14.619,0.167,0.566,0.0339,0.002,0.668,103.467,4,0,8,3.36,Low popularity
Empire State Express,Son House,blues,22,2022-01-19,2022,1,2020s,0.416,0.664,-8.34,0.0787,0.649,0.0398,1.07e-05,0.815,99.727,4,1,0,4.51,Low popularity
Hard To Handle,The Black Crowes,rock,67,1990-02-13,1990,2,1990s,0.79,0.599,-3.58,0.312,0.961,0.043,0.00181,0.00257,103.783,4,1,4,3.13,Medium popularity
Black Betty,Ram Jam,rock,62,1990-02-27,1990,2,1990s,0.865,0.465,-9.573,0.0769,0.677,0.098,0.00135,0.018,117.528,4,0,11,3.96,Medium popularity
Hold On Loosely,38 Special,rock,52,2000-01-01,2000,1,2000s,0.706,0.55,-5.552,0.0853,0.822,0.0304,6.36e-05,0.00692,127.24,4,1,9,4.66,Medium popularity
Ain't Much Left of Me,Blackberry Smoke,rock,45,2012-08-14,2012,8,2010s,0.797,0.231,-4.699,0.255,0.336,0.0489,1.4e-06,0.129,153.514,4,1,7,4.98,Medium popularity
Pretty Little Lie,Blackberry Smoke,rock,42,2012-08-14,2012,8,2010s,0.798,0.553,-4.102,0.375,0.397,0.0306,0.0,0.00714,119.984,4,1,7,3.58,Medium popularity
Don't Misunderstand Me,Rossington Collins Band,rock,41,2003-01-01,2003,1,2000s,0.552,0.604,-9.458,0.139,0.757,0.0343,0.0262,0.22,124.917,4,1,0,3.94,Medium popularity
Georgia,Vance Joy,folk,67,2014-08-05,2014,8,2010s,0.659,0.388,-7.372,0.0943,0.401,0.0308,0.000315,0.312,143.554,4,1,11,3.84,Medium popularity
Second Chances,Gregory Alan Isakov,folk,62,2013-07-09,2013,7,2010s,0.325,0.381,-9.972,0.113,0.208,0.0305,0.0925,0.947,154.198,3,1,4,3.82,Medium popularity
Even the Darkness Has Arms,The Barr Brothers,folk,56,2014-10-06,2014,10,2010s,0.652,0.509,-13.103,0.29,0.742,0.0431,0.143,0.809,101.243,4,1,11,3.84,Medium popularity
Vagabond,Caamp,folk,67,2016-03-08,2016,3,2010s,0.399,0.571,-11.92,0.0926,0.612,0.0364,0.0146,0.766,141.932,4,1,4,2.16,Medium popularity
All We Ever Knew,The Head And The Heart,folk,60,2016-09-09,2016,9,2010s,0.724,0.487,-5.905,0.213,0.546,0.0289,1.03e-05,0.00224,102.03,4,1,0,3.76,Medium popularity
And It's Still Alright,Nathaniel Rateliff,folk,59,2020-02-14,2020,2,2020s,0.492,0.521,-9.127,0.118,0.301,0.0297,0.619,0.689,77.585,4,1,3,3.93,Medium popularity
Paul Revere (with Gregory Alan Isakov),"Noah Kahan, Gregory Alan Isakov",folk,60,2024-02-09,2024,2,2020s,0.363,0.672,-10.368,0.113,0.385,0.033,5.14e-06,0.617,107.953,4,1,2,3.56,Medium popularity
The Railroad,"Goodnight, Texas",folk,55,2012-10-02,2012,10,2010s,0.423,0.681,-12.002,0.0925,0.439,0.0253,0.512,0.627,91.044,4,1,0,4.17,Medium popularity
Providence,Poor Man's Poison,folk,64,2014-01-28,2014,1,2010s,0.519,0.5,-9.661,0.0759,0.875,0.0464,1.16e-05,0.179,105.101,4,0,4,3.06,Medium popularity
Old Ties and Companions,Watchhouse,folk,64,2015-05-05,2015,5,2010s,0.368,0.657,-9.978,0.109,0.522,0.0281,0.00293,0.884,116.221,4,1,7,3.15,Medium popularity
Didn't Leave Nobody But The Baby,"Emmylou Harris, Alison Krauss, Gillian Welch",folk,50,2000-12-05,2000,12,2000s,0.105,0.653,-16.511,0.114,0.231,0.0454,0.0,0.951,52.946,4,0,10,1.96,Medium popularity
Fraulein (feat. Tyler Childers),"Colter Wall, Tyler Childers",folk,65,2017-05-12,2017,5,2010s,0.124,0.473,-13.245,0.126,0.476,0.0339,3.49e-05,0.942,139.584,4,1,7,2.38,Medium popularity
從未見過的海 (Netflix 影集《影后》序曲),告五人,mandopop,54,2024-11-08,2024,11,2020s,0.723,0.301,-6.808,0.0851,0.359,0.286,0.000303,0.399,77.143,1,1,2,5.03,Medium popularity
這麼多年 - 電影《我想和你在一起》插曲,陳華,mandopop,59,2024-06-07,2024,6,2020s,0.423,0.529,-7.368,0.154,0.223,0.0293,0.0,0.838,129.511,4,1,3,4.2,Medium popularity
介质,"Nicky Lee, 郑润泽",mandopop,49,2024-11-08,2024,11,2020s,0.471,0.539,-9.082,0.1,0.271,0.0415,0.0,0.77,135.996,4,1,4,4.06,Medium popularity
想念你想我,Eric Chou,mandopop,57,2024-11-15,2024,11,2020s,0.482,0.463,-5.676,0.256,0.416,0.0265,0.0,0.655,139.842,4,1,9,4.01,Medium popularity
運轉人生 - 影集《華麗計程車行》插曲,邱軍,mandopop,63,2024-02-23,2024,2,2020s,0.579,0.532,-5.021,0.323,0.362,0.03,0.0,0.466,131.92,3,1,0,3.47,Medium popularity
有天會再相見,DIOR 大穎,mandopop,58,2024-09-02,2024,9,2020s,0.253,0.531,-9.189,0.174,0.255,0.0367,0.0,0.847,130.006,4,1,3,4.59,Medium popularity
星期五晚上,Energy,mandopop,50,2024-05-02,2024,5,2020s,0.858,0.704,-4.348,0.0998,0.608,0.103,0.0,0.0162,127.981,4,1,1,3.64,Medium popularity
不愛就不愛,艾薇,mandopop,48,2024-11-02,2024,11,2020s,0.573,0.496,-7.125,0.107,0.122,0.0629,4.97e-06,0.232,169.933,4,0,5,3.3,Medium popularity
Hey Girl - Netflix影集《影后》片尾曲,小男孩樂團,mandopop,48,2024-11-15,2024,11,2020s,0.758,0.636,-4.034,0.0678,0.586,0.0379,0.0,0.16,90.949,4,1,7,3.85,Medium popularity
Hold On,"高爾宣 OSN, Patrick Brasca",mandopop,63,2024-06-14,2024,6,2020s,0.671,0.592,-5.054,0.318,0.207,0.0393,0.0,0.0152,76.037,4,1,9,3.0,Medium popularity
月亮,芒果醬 Mango Jump,mandopop,53,2024-09-17,2024,9,2020s,0.35,0.436,-7.237,0.438,0.317,0.0348,0.0,0.725,180.059,3,1,4,4.29,Medium popularity
最后一页 - Live,"王赫野, 姚晓棠",mandopop,59,2024-04-26,2024,4,2020s,0.367,0.448,-9.595,0.177,0.356,0.032,0.0,0.691,137.9,4,1,4,4.67,Medium popularity
我對你的愛沒有盡頭,蕭秉治,mandopop,46,2024-11-07,2024,11,2020s,0.68,0.41,-3.901,0.116,0.252,0.0339,0.0,0.496,144.201,4,1,0,4.17,Medium popularity
泡沫,"李浩瑋 Howard Lee, Patrick Brasca",mandopop,46,2024-11-15,2024,11,2020s,0.68,0.601,-5.456,0.271,0.775,0.0943,0.0,0.181,100.008,4,1,9,3.04,Medium popularity
初戀,Samantha Lam,cantopop,19,2000-07-24,2000,7,2000s,0.577,0.651,-10.557,0.0714,0.587,0.0373,1.81e-05,0.671,130.368,4,0,1,3.8,Low popularity
愛情陷阱,Alan Tam,cantopop,29,2008-01-01,2008,1,2000s,0.773,0.676,-8.344,0.0831,0.764,0.0453,0.0,0.267,149.715,4,1,0,3.85,Low popularity
朋友 - 電影「龍兄虎弟」歌曲,Alan Tam,cantopop,28,2008-01-01,2008,1,2000s,0.375,0.662,-10.601,0.169,0.28,0.0275,0.0,0.779,109.462,4,1,7,4.75,Low popularity
一生中最愛 - 電影《雙城故事》歌曲,Alan Tam,cantopop,32,2008-01-01,2008,1,2000s,0.2,0.65,-14.531,0.131,0.18,0.0373,5.29e-05,0.845,125.939,4,1,3,4.35,Low popularity
雨夜的浪漫,Alan Tam,cantopop,11,2014-01-01,2014,1,2010s,0.404,0.488,-7.598,0.0963,0.176,0.0266,0.0,0.693,139.757,4,0,4,4.3,Low popularity
夜機,Priscilla Chan,cantopop,15,2011-01-01,2011,1,2010s,0.384,0.308,-12.652,0.172,0.226,0.032,0.0,0.744,144.798,4,0,4,4.54,Low popularity
難得有情人,Shirley Kwan,cantopop,14,2013-01-01,2013,1,2010s,0.599,0.719,-6.037,0.148,0.367,0.0219,0.000631,0.249,97.549,4,0,4,3.7,Low popularity
多情,Vivian Lai,cantopop,27,2001-01-01,2001,1,2000s,0.45,0.616,-11.201,0.103,0.368,0.0401,0.0,0.772,128.022,4,1,10,4.16,Low popularity
一人有一個夢想,Vivian Lai,cantopop,39,2001-01-01,2001,1,2000s,0.43,0.619,-9.716,0.207,0.379,0.0304,0.0,0.716,160.0,4,1,4,3.83,Low popularity
傾斜,"Sandy Lam, Wong Kei Wah",cantopop,28,1990-08-28,1990,8,1990s,0.893,0.764,-5.858,0.0336,0.977,0.0385,0.00487,0.0381,114.058,4,1,7,4.36,Low popularity
放縱,Sandy Lam,cantopop,20,2011-04-04,2011,4,2010s,0.489,0.489,-6.625,0.214,0.243,0.0279,6.49e-06,0.542,77.956,4,0,7,4.67,Low popularity
灰色,Sandy Lam,cantopop,31,2009-04-06,2009,4,2000s,0.744,0.843,-7.675,0.0877,0.962,0.0343,7.13e-06,0.293,125.986,4,0,9,4.01,Low popularity
SMILE AGAIN 瑪莉亞,Jacky Cheung,cantopop,18,2013-01-01,2013,1,2010s,0.363,0.482,-10.612,0.0594,0.202,0.03,1.91e-05,0.806,78.565,4,0,7,4.99,Low popularity
Amour,Jacky Cheung,cantopop,32,2013-01-01,2013,1,2010s,0.4,0.513,-12.346,0.0918,0.193,0.0326,3.84e-06,0.383,144.692,4,1,9,4.38,Low popularity
月半彎,Jacky Cheung,cantopop,39,2013-01-01,2013,1,2010s,0.335,0.565,-14.849,0.0821,0.322,0.0294,2.04e-05,0.6,88.267,4,1,5,3.83,Low popularity
情已逝,Jacky Cheung,cantopop,38,2013-01-01,2013,1,2010s,0.358,0.419,-13.989,0.0942,0.392,0.0456,5.08e-05,0.713,181.78,4,0,0,4.75,Low popularity
輕撫妳的臉,Jacky Cheung,cantopop,25,2013-01-01,2013,1,2010s,0.238,0.5,-13.304,0.119,0.158,0.0533,0.0,0.769,142.425,4,1,7,3.49,Low popularity
絲絲記憶 - 電影「錯點鴛鴦」主題曲,Jacky Cheung,cantopop,18,2013-01-01,2013,1,2010s,0.374,0.565,-12.424,0.151,0.199,0.0312,0.0,0.712,130.241,4,1,10,3.13,Low popularity
可不可以,Andy Lau,cantopop,22,2006-01-01,2006,1,2000s,0.376,0.537,-14.871,0.106,0.332,0.0353,9.55e-06,0.687,70.101,4,1,6,4.71,Low popularity
情人知己,Sally Yeh,cantopop,24,2004-12-02,2004,12,2000s,0.462,0.443,-5.205,0.111,0.239,0.0329,0.0,0.662,120.999,4,1,8,4.53,Low popularity
女人的弱點,Sally Yeh,cantopop,23,2004-12-02,2004,12,2000s,0.745,0.617,-5.378,0.0764,0.498,0.027,0.0,0.396,134.172,4,1,9,5.78,Low popularity
阿信的故事,Sally Yeh,cantopop,15,2004-12-02,2004,12,2000s,0.422,0.584,-5.869,0.0868,0.19,0.0295,0.00316,0.742,74.683,4,1,9,3.6,Low popularity
零時十分,Sally Yeh,cantopop,21,2004-12-02,2004,12,2000s,0.342,0.234,-8.566,0.124,0.268,0.0354,0.000379,0.826,181.047,4,1,0,3.36,Low popularity
海闊天空,Beyond,cantopop,18,1992-07-31,1992,7,1990s,0.311,0.311,-11.516,0.195,0.369,0.0323,0.0,0.69,76.951,4,1,5,3.99,Low popularity
我是憤怒,Beyond,cantopop,34,1992-07-31,1992,7,1990s,0.892,0.499,-5.172,0.0996,0.457,0.0694,5.84e-05,0.0048,152.98,4,0,11,4.2,Low popularity
情人,Beyond,cantopop,17,1992-07-31,1992,7,1990s,0.445,0.543,-8.137,0.0586,0.152,0.0277,1.3e-05,0.375,143.998,4,1,0,5.28,Low popularity
早班火車,Beyond,cantopop,27,1992-07-31,1992,7,1990s,0.539,0.217,-12.261,0.0658,0.312,0.0402,3.69e-05,0.0903,89.129,4,1,2,5.86,Low popularity
Aa Vasant Rajni,Meghdeep Bose,indian,20,2023-02-18,2023,2,2020s,0.559,0.674,-6.354,0.194,0.683,0.0303,0.000139,0.849,120.055,3,1,9,4.83,Low popularity
Akeli Dar Lage,"Abhijit Pohankar, Ramakant Gaikwad, Samarth Desai, Amit Mishra",indian,20,2023-10-06,2023,10,2020s,0.552,0.422,-8.347,0.116,0.236,0.036,0.217,0.661,139.892,3,1,6,4.08,Low popularity
Mangal Din,"Abby V, Ricky Kej, Sivaangi Krishnakumar",indian,20,2023-11-24,2023,11,2020s,0.612,0.375,-9.085,0.48,0.445,0.132,7.71e-06,0.179,170.021,4,1,5,4.58,Low popularity
Najariya LoFi Cake Mix,"Madhubanti Bagchi, Shashwat Sachdev",indian,20,2024-02-19,2024,2,2020s,0.372,0.326,-12.065,0.25,0.242,0.268,0.46,0.296,198.004,4,1,8,2.62,Low popularity
Jaa Kaga,"Abby V, Ricky Kej, Benny Dayal",indian,23,2023-10-20,2023,10,2020s,0.609,0.674,-9.329,0.105,0.113,0.0476,1.17e-06,0.267,110.016,4,1,1,5.17,Low popularity
Garaj Garaj Jugalbandi,"Shankar-Ehsaan-Loy, Farid Hasan, Mohammed Aman",indian,36,2020-07-27,2020,7,2020s,0.779,0.269,-5.135,0.0892,0.384,0.0519,1.73e-06,0.0463,150.04,3,1,2,5.52,Low popularity
Garjat Aayi Re - Miyan Malhaar - Teentaal,"Jazim Sharma, Kumar Sharma, Kathak Rockers",indian,19,2023-06-01,2023,6,2020s,0.86,0.385,-7.159,0.295,0.737,0.114,2.83e-05,0.714,103.146,4,1,7,6.0,Low popularity
Black Effect,"Jordan Sandhu, Mehar Vaani, Desi Crew",indian,29,2022-01-07,2022,1,2020s,0.739,0.679,-5.319,0.231,0.755,0.161,0.0,0.14,146.046,4,0,4,2.93,Low popularity
Majha Block,Prem Dhillon,indian,49,2020-11-20,2020,11,2020s,0.659,0.783,-7.871,0.354,0.803,0.313,0.0,0.265,154.956,4,0,4,4.15,Medium popularity
Peg Te Bhangra,"Sharry Mann, Mista Baaz",indian,32,2024-06-21,2024,6,2020s,0.92,0.792,-4.023,0.224,0.968,0.219,0.0,0.403,167.895,4,0,9,2.96,Low popularity
8 Raflaan (feat. Gurlez Akhtar),"Mankirt Aulakh, Gurlez Akhtar",indian,53,2021-03-23,2021,3,2020s,0.845,0.771,-2.194,0.313,0.62,0.201,0.0,0.69,92.0,4,0,5,1.92,Medium popularity
Killa,"Dilpreet Dhillon, Sultaan, Desi Crew",indian,51,2024-08-20,2024,8,2020s,0.838,0.682,-5.84,0.265,0.835,0.317,0.0,0.0555,173.712,4,0,1,3.63,Medium popularity
Munda Inj Da Nahi,"Surjit Bhullar, Mista Baaz",indian,20,2024-11-20,2024,11,2020s,0.737,0.736,-5.819,0.0784,0.504,0.0462,0.0,0.153,81.022,4,0,11,2.81,Low popularity
Jatt Zindabad,"K.S Makhan, Manpreet Hans, Laddi Gill",indian,28,2024-11-07,2024,11,2020s,0.668,0.69,-5.674,0.252,0.781,0.193,0.0,0.133,167.913,4,0,5,3.59,Low popularity
Sunke,Khan Bhaini,indian,58,2024-10-15,2024,10,2020s,0.674,0.649,-5.854,0.0322,0.486,0.214,0.0,0.0573,89.791,4,1,10,2.65,Medium popularity
Sada Daur,"Dhira Gill, Aman Hayer, Saab Pangota",indian,20,2024-11-14,2024,11,2020s,0.803,0.692,-8.282,0.359,0.894,0.268,7.27e-05,0.025,82.552,4,1,1,3.16,Low popularity
Gutt,"Sippy Gill, Mxrci",indian,41,2024-10-16,2024,10,2020s,0.826,0.542,-5.946,0.432,0.355,0.15,0.0,0.056,175.959,4,0,7,3.01,Medium popularity
Sarpanchi,"Kulwinder Kaily, Gurlez Akhtar",indian,20,2018-04-20,2018,4,2010s,0.953,0.762,-2.482,0.0847,0.787,0.208,0.0,0.109,109.965,4,0,8,4.03,Low popularity
Gadaar,"Korala Maan, Youngstarr Pop Boy",indian,47,2024-10-07,2024,10,2020s,0.85,0.754,-4.179,0.389,0.789,0.128,0.0,0.0542,80.042,4,0,8,3.22,Medium popularity
Dabde Ni,Ammy Virk,indian,44,2021-11-07,2021,11,2020s,0.829,0.783,-4.759,0.0793,0.835,0.219,0.0,0.31,89.972,4,0,8,3.46,Medium popularity
controlla,Idealism,lofi,13,2017-08-30,2017,8,2010s,0.446,0.788,-9.812,0.273,0.545,0.0693,0.694,0.54,80.033,4,1,6,1.8,Low popularity
The Girl With the Cappuccino,LoFi Waiter,lofi,56,2020-09-18,2020,9,2020s,0.446,0.79,-9.273,0.0933,0.222,0.052,0.931,0.656,80.002,4,0,9,1.9,Medium popularity
The Girl Who Fell From The Sky (Laputa),Sleepy Tom,lofi,50,2021-04-30,2021,4,2020s,0.479,0.542,-15.033,0.171,0.217,0.039,0.647,0.972,132.96,4,0,0,1.53,Medium popularity
One summer's day,"Otaku, LoFi Waiter",lofi,55,2021-08-27,2021,8,2020s,0.415,0.701,-17.812,0.109,0.326,0.0663,0.886,0.442,74.989,4,1,0,2.12,Medium popularity
Eternal Youth,RŮDE,lofi,61,2017-08-07,2017,8,2010s,0.487,0.655,-7.988,0.271,0.0454,0.033,0.897,0.0347,139.914,4,1,6,3.43,Medium popularity
The Girl Who Fell from the Sky,"Otaku, LoFi Waiter",lofi,53,2021-08-27,2021,8,2020s,0.307,0.635,-16.255,0.0928,0.408,0.0446,0.904,0.676,150.456,4,0,0,1.92,Medium popularity
Unravel (Tokyo Ghoul),"Otaku, LoFi Waiter",lofi,49,2021-03-12,2021,3,2020s,0.34,0.714,-15.571,0.1,0.176,0.0534,0.871,0.356,139.993,4,1,8,2.13,Medium popularity
Blue Bird (Naruto),Otaku,lofi,48,2021-03-12,2021,3,2020s,0.229,0.58,-16.333,0.104,0.127,0.0308,0.856,0.287,70.013,4,0,1,1.86,Medium popularity
One Summer's Day (Spirited Away),Sleepy Tom,lofi,48,2021-04-30,2021,4,2020s,0.562,0.788,-14.215,0.339,0.202,0.0685,0.729,0.466,85.022,4,0,11,2.26,Medium popularity
Rain Check,Dylan Sitts,lofi,37,2019-09-13,2019,9,2010s,0.409,0.789,-9.087,0.0721,0.383,0.0471,0.93,0.385,86.008,4,1,3,2.28,Low popularity
get better,"Eden Elf, Ren Avel",lofi,44,2022-05-13,2022,5,2020s,0.201,0.639,-16.613,0.124,0.4,0.0526,2.26e-05,0.907,88.107,4,0,7,1.86,Medium popularity
everything you say,"mommy, Philanthrope",lofi,42,2018-11-21,2018,11,2010s,0.276,0.679,-19.497,0.354,0.302,0.0566,0.869,0.487,141.957,4,0,11,2.64,Medium popularity
Marco and Gina,Otaku,lofi,55,2021-08-27,2021,8,2020s,0.262,0.733,-16.316,0.102,0.393,0.0627,0.854,0.548,75.082,4,1,8,1.82,Medium popularity
Again (Full Metal),Otaku,lofi,44,2021-03-12,2021,3,2020s,0.222,0.74,-18.576,0.0782,0.148,0.0586,0.918,0.468,139.991,4,0,4,1.9,Medium popularity
The Girl I Haven't Met (Biskwiq Flip),"Kudasaibeats, Biskwiq",lofi,42,2018-05-06,2018,5,2010s,0.547,0.733,-5.464,0.383,0.295,0.203,0.00537,0.301,71.976,4,1,8,3.24,Medium popularity
Laugh,Sarcastic Sounds,lofi,36,2020-06-26,2020,6,2020s,0.445,0.491,-11.999,0.209,0.184,0.384,0.000115,0.925,78.738,4,1,11,2.13,Low popularity
Ocarina of Time (The Legend of Zelda),Ren Avel,lofi,29,2022-06-24,2022,6,2020s,0.531,0.432,-12.648,0.108,0.164,0.0572,0.808,0.866,139.947,4,1,0,1.81,Low popularity
Always With Me (Spirited Away),Sleepy Tom,lofi,46,2021-04-30,2021,4,2020s,0.495,0.854,-11.031,0.0928,0.807,0.0731,0.849,0.52,124.03,3,1,5,1.36,Medium popularity
Blue Bird (Naruto Shippuden),Ren Avel,lofi,30,2022-06-24,2022,6,2020s,0.441,0.656,-13.217,0.182,0.315,0.0325,0.905,0.974,100.023,4,0,6,1.94,Low popularity
Scared of the World,Sarcastic Sounds,lofi,34,2020-07-31,2020,7,2020s,0.504,0.633,-7.3,0.245,0.263,0.0623,0.205,0.517,81.42,4,0,10,1.41,Low popularity
Fairy Fountain (The Legend of Zelda),Ren Avel,lofi,39,2021-05-21,2021,5,2020s,0.433,0.87,-12.679,0.124,0.442,0.0503,0.849,0.965,115.979,4,1,7,2.01,Low popularity
Comedy (Spy x Family),Ren Avel,lofi,28,2022-06-24,2022,6,2020s,0.583,0.757,-11.469,0.102,0.633,0.0501,0.936,0.963,143.968,4,1,4,1.42,Low popularity
I Miss You,Sarcastic Sounds,lofi,33,2019-04-02,2019,4,2010s,0.338,0.748,-13.947,0.312,0.377,0.0654,0.88,0.0418,152.033,1,1,11,1.98,Low popularity
Lost in Paradise (Jujutsu Kaisen),Ren Avel,lofi,30,2022-06-24,2022,6,2020s,0.418,0.715,-11.517,0.308,0.601,0.0393,0.913,0.953,160.004,4,1,1,1.75,Low popularity
Aryetti's Song,Otaku,lofi,53,2021-08-27,2021,8,2020s,0.296,0.49,-20.157,0.106,0.339,0.0301,0.862,0.726,75.012,4,0,3,1.93,Medium popularity
Stay and Wander,"Tom Doolie, Cap Kendricks",lofi,40,2019-03-22,2019,3,2010s,0.425,0.652,-12.598,0.0957,0.588,0.0358,0.875,0.875,87.007,4,1,5,1.87,Medium popularity
sorry,chief.,lofi,40,2017-12-08,2017,12,2010s,0.302,0.548,-12.869,0.314,0.546,0.12,0.893,0.752,127.159,4,1,10,1.3,Medium popularity
Fireworks,"Nymano, Pandrezz",lofi,44,2018-10-17,2018,10,2010s,0.31,0.558,-10.53,0.147,0.395,0.373,0.934,0.526,188.179,4,0,5,2.3,Medium popularity
Rosalina's Comet Observatory (Super Mario Galaxy),Ren Avel,lofi,29,2022-06-24,2022,6,2020s,0.313,0.571,-15.565,0.0937,0.323,0.0398,0.948,0.96,140.98,3,1,2,1.54,Low popularity
Peach,"Glimlip, Louk, Elior",lofi,45,2019-10-23,2019,10,2010s,0.35,0.811,-11.318,0.105,0.635,0.0439,0.907,0.406,118.009,4,1,1,2.28,Medium popularity
CHASE,twuan,lofi,27,2019-05-07,2019,5,2010s,0.241,0.808,-9.699,0.109,0.417,0.18,0.888,0.102,80.782,4,0,8,2.11,Low popularity
Ambivalence,"Hanz, emawk",lofi,40,2018-11-01,2018,11,2010s,0.382,0.498,-11.555,0.246,0.141,0.104,0.15,0.643,108.745,5,0,11,2.53,Medium popularity
Tiny Sailboat,Kupla,lofi,33,2019-09-02,2019,9,2010s,0.322,0.624,-10.949,0.643,0.381,0.135,0.878,0.397,173.988,4,1,0,2.51,Low popularity
Again (Fullmetal Alchemist),Ren Avel,lofi,29,2022-06-24,2022,6,2020s,0.399,0.693,-13.659,0.0964,0.231,0.027,0.9,0.983,94.96,4,0,4,2.25,Low popularity
Space Cadet,"Philanthrope, Sleepy Fish",lofi,40,2019-08-21,2019,8,2010s,0.26,0.698,-19.222,0.107,0.366,0.0745,0.911,0.697,127.986,4,1,8,2.38,Medium popularity
Driver's High (GTO),Ren Avel,lofi,33,2022-06-24,2022,6,2020s,0.464,0.782,-9.616,0.364,0.375,0.0405,0.794,0.847,114.046,4,1,4,2.09,Low popularity
Blue Book,Tom Doolie,lofi,29,2020-03-27,2020,3,2020s,0.283,0.621,-11.675,0.106,0.47,0.0657,0.904,0.842,79.023,4,1,1,2.47,Low popularity
Interstellar,"drkmnd, Arbour",lofi,45,2019-01-14,2019,1,2010s,0.157,0.503,-15.226,0.11,0.13,0.127,0.808,0.527,76.85,4,1,11,2.75,Medium popularity
2AM Study,LoFi Waiter,lofi,47,2022-01-07,2022,1,2020s,0.0551,0.656,-26.03,0.0807,0.194,0.0573,0.958,0.281,130.006,4,0,10,0.76,Medium popularity
I Miss You,LoFi Waiter,lofi,46,2022-01-07,2022,1,2020s,0.147,0.466,-21.666,0.232,0.364,0.047,0.433,0.529,128.563,4,0,1,0.71,Medium popularity
At the Library,LoFi Waiter,lofi,45,2022-01-07,2022,1,2020s,0.203,0.573,-20.826,0.327,0.0391,0.0384,0.939,0.34,130.54,4,0,5,0.59,Medium popularity
Cha La Head Cha La (Dragon Ball Z),Ren Avel,lofi,33,2021-05-21,2021,5,2020s,0.66,0.692,-7.336,0.502,0.311,0.0292,0.933,0.796,124.978,4,1,2,2.0,Low popularity
Unrushed,LoFi Waiter,lofi,45,2022-01-07,2022,1,2020s,0.0669,0.755,-25.988,0.108,0.236,0.0599,0.737,0.174,130.062,4,0,1,0.79,Medium popularity
Childhood Fragments,LoFi Waiter,lofi,44,2022-01-07,2022,1,2020s,0.246,0.893,-20.438,0.0981,0.849,0.0677,0.939,0.014,129.998,4,0,4,0.74,Medium popularity
ODDTAXI (ODDTAXI),Ren Avel,lofi,33,2022-06-24,2022,6,2020s,0.373,0.769,-11.036,0.108,0.242,0.0756,0.931,0.953,150.104,4,1,10,1.88,Low popularity
should have never met you,"Ngyn, nitsua.",lofi,47,2020-10-16,2020,10,2020s,0.192,0.789,-19.718,0.147,0.437,0.0798,0.781,0.857,90.014,4,0,11,1.91,Medium popularity
Lofi Rain,"Chilled Cougar, LoFi Waiter",lofi,55,2020-10-30,2020,10,2020s,0.208,0.532,-17.916,0.102,0.366,0.0409,0.929,0.933,80.021,4,1,0,2.0,Medium popularity
